DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Accident_Road,Landmark_first,Distance_LandMark_First,Latitude,Longitude
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Not Applicable,Not at  Junction,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKUR NH 48 ROAD,vishveshwarapura railway bridge,3,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Near or inside a village,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Fine,NELAMANGALA BENGLORE B H ROAD,NEAR HOTEL,6 KM,13.095044,77.404675
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BENGALURU TUMAKURU NH 48 ROAD,T Beguru TCI Godown  opposite,5,13.15415,77.3313519
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,BANGALORE  MANGALURU NH 75 ROAD,SHANTHI NAGARA,5 KM,13.084009,77.373707
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,Human Error,No,Simple Injury,Hit pedestrian,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKURU NH 48 SERVICE ROAD,MADANAYAKANAHALLI BUS STOP,15 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,Police / Manual,Not Applicable,Others,Bitumen(Tar),Dry,No influence on accident,Fine,MAGDI MADAVARA NICE ROAD,MADAVARA NICE TOLL,12 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,TUMKUR - BENGALORE NH 48 ROAD,ANCHEPALYA TOLL,12 KM,13.05533,77.47913
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Not Applicable,Police / Manual,Not Applicable,NH,Bitumen(Tar),Dry,No influence on accident,Fine,Tumkur Bengaluru NH 48 Road,Bommanahalli forest Gate,2,13.120399,77.369112
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Others,TUMKUR - BENGALORE NH48 ROAD,NEAR KULUVANHALLI LAKE,10 KM,13.174402,77.301864
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Not Applicable,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,tumkuru bengaluru nh 48 road,billinakote,18,13.204641,77.265062
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Vehicle to Vehicle,Not Applicable,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BENGALURU TUMKURU NH 48 ROAD,budihal u turn,4,13.132648,77.357356
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,Yes,Damage Only,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,BENGALORE - TUMKURU NH 48 ROAD,MAKALI ARKAVATHI BRIDGE,10 KM,13.064126,77.455919
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,NELAMANGALA - KUNIGAL NH75 ROAD,MAHADEVAPURA,10 KM,13.066215,77.315924
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Near office complex,Not Applicable,No,Damage Only,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,BENGALORE- TUMKUR NH48 EXPRES ROAD,DASANAPURA BRIDGE,7 KM,13.075225,77.436202
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Hit pedestrian,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,BANGALORE TUMKUR NH 48 ROAD,kuluvanahalli u turn,8,13.175749,77.299054
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Grievous Injury,Hit pedestrian,Police / Manual,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Fine,MARATHIBEEDI,NELAMANGALA TOWN,1 KM,13.098394,77.394021
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKUR NH 48 ROAD,T BEGURU,6,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Yes,Damage Only,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE - TUMKURU NH 48 SERVICE ROAD,SONDEKOPPA BRIDGE,1 KM,13.094405,77.389916
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Hit pedestrian,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,TUMKURU - BANGALORE NH 48 ROAD,KENGAL KEMPOHALLI,15 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Engineering Defect of Road,Fine,Bengaluru Tumakuru NH 48 Road,T Beguru TCI Godown  opposite,6,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Hit pedestrian,Police / Manual,Not Applicable,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BENGALURU TUMAKURU NH 48 ROAD,Billinakote Sangam Hotel,12,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,3,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE - TUMKURU NH 48 ROAD,BINNAMANGALA,6 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,BANGALORE TUMKURU NH 48 ROAD,DASANAPURA FLYOVER,8 KM,13.077655,77.429528
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Not Applicable,Not Applicable,City/Town,Open area,Human Error,No,Fatal,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,BENGALURU TUMKURU NH 48  SERVICE ROAD,Adakamaranahalli Anjaneya Temple,4,13.069497,77.446433
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKURU NH 48 ROAD,HALENIJAGAL,22 KM,13.25902,77.211034
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,TUMKURU BANGALORE NH 48 ROAD,T BEGURU,5 KM,13.151703,77.337713
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKURU NH 48 ROAD,KENGAL KEMPOHALLI,18 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,TUMKURU  BANGALORE NH 48 SERVICE ROAD,ARISHINAKUNTE,6 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Narrow road,Rural Areas,Near Bus stop,Human Error,No,Fatal,Hit pedestrian,Not at  Junction,Straight and flat,Others,Bitumen(Tar),Dry,No influence on accident,Fine,BENGALURU NELAMANGALA BH ROAD,WEAVERS COLONY,4,13.094153,77.405564
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Narrow road,Rural Areas,Open area,Human Error,No,Fatal,Vehicle to Vehicle,Not at  Junction,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,Bengaluru Tumkur Nh 48 Road,T Begur Ananda Khushi Hotel,6,13.155942,77.328583
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Near office complex,Human Error,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,TUMKUR - BENGALORE NH48 ROAD,NEART ADAKAMARANAHALLI AGARVAL HOTEL,10 KM,13.073086,77.440031
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,KUNIGAL NELAMANGALA NH 75 ROAD NEAR,KEMPALINGANAHALLI CROSS,4 KM,13.096954,77.383999
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Residential area,Not Applicable,No,Grievous Injury,Not Applicable,Uncontrolled,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Fine,BINNAMANGALA ROAD,BINNAMANGALA,5 KM,13.088213,77.411569
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,TUMKURU BANGALORE NH 48 ROAD,DODDERI,10 KM,13.165164,77.316026
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,Uncontrolled,Not Applicable,NH,Bitumen(Tar),Dry,Not Applicable,Fine,BENGALORE - TUMKUR NH48 ROAD KENGAL KEMPOHALLI,NERA HALLI NENAPU HOTEL,15 KM,13.206897,77.262792
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Not Applicable,Damage Only,Vehicle to Vehicle,Not at  Junction,Curve,NH,Bitumen(Tar),Dry,No influence on accident,Fine,Tumkuru Bengaluru NH-48 Road,yedehalli u turn,20 km,13.218084,77.251709
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,TUMKUR - BENGALORE NH48 ROAD,GUNDENAHALLI GATE U TURN,7 KM,13.190582,77.279271
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,BENGALORE- TUMKUR NH48 ROAD,NEAR PARGAN FACTORY,3 KM,13.136206,77.354576
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Near office complex,Human Error,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Fine,"B H  ROAD, VIVARES COLONY",NELAMANGALA TOWN,5 KM,13.095498,77.403938
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Not Applicable,Fatal,Hit pedestrian,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,KUNIGAL NELAMANGALA NH 75 ROAD,mahadevapura,6,13.066603,77.319871
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,3,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Yes,Fatal,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BENGALURU TUMKURU NH 48 ROAD,budihal u turn,4,13.131059,77.358897
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Not Applicable,No,Not Applicable,Not Applicable,Uncontrolled,Curve,NH,Bitumen(Tar),Dry,Not Applicable,Fine,BENGALORE - TUMKUR NH48 ROAD,JAKKASANDRA CROSS,5 KM,13.094178,77.390195
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Vehicle to Vehicle,Not at  Junction,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BENGALURU TUMKUR NH 48 ROAD,CHIKKABIDARAKALLU  METRO STATION,15,13.052033,77.487956
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,BENGALORE - TUMKUR NH48 ROAD,NEAR T BEGURU UNDERPASS,5 KM,13.149156,77.33844
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Grievous Injury,Hit pedestrian,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,KUNIGAL - NELAMANGALA NH 75 ROAD,NEAR KEMPPALINGANAHALLI,5 KM,13.095519,77.381345
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,City/Town,Open area,Human Error,Not Applicable,Fatal,Not Applicable,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,Bengaluru Tumakuru,Near Chikkabidarakallu Bus Stand,10Kms,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Yes,Fatal,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,NH,HALENIJAGAL  BULKAR FAMILY PANJABI DABA,19,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Hit pedestrian,Police / Manual,Not Applicable,NH,Bitumen(Tar),Dry,No influence on accident,Flooding of Slipways/Rivulets,TUMKURU BANGALORE NH 48 ROAD,HANUMANTHAPURA GATE,12 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Near School or College,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,TUMKURU BANGALORE NH 48 ROAD,NADGEER COLLEGE,13 KM,13.057763,77.469908
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,TUMKURU BANGALORE NH 48 ROAD,KULUVANAHALLI,10 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Clear,BANGALORE TUMKURU NH 48 ROAD,BOMMANAHALLI,5 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Damage Only,Not Applicable,Police / Manual,Straight and flat,Others,Bitumen(Tar),Dry,No influence on accident,Fine,NICE TOLL MADAVARA,MADAVARA,13 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Others,Others,Bitumen(Tar),Dry,No influence on accident,Fine,MADAVARA MAGDI ROAD,GANGONDANAHALLI,13,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKURU NH 48 ROAD,BUDIHAL GATE,4 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,Not Applicable,No,Simple Injury,Hit pedestrian,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,NH 48,NEAR BUS STOP,15 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,TUMKURU TO BANGALORE NH 48 ROAD,MADANAYAKANAHALLI,10 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,City/Town,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,TUMKURU - BANGALORE NH 48 ROAD,MADAVARA,12,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKUR NH 48 ROAD,DAKSHA GAND HOTEL OPPOSITE,18,13.204128,77.265477
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,KUNIGAL NELAMANGALA NH 75 ROAD,KEMPALINGANAHALLI CROSS,6 KM,13.095542,77.381423
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Not Applicable,Fatal,Not Applicable,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,Tumkur Bengaluru NH 48 Road,Billinakote nisar ahamad gujari shop,18,13.203018,77.266775
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKURU NH 48 ROAD,KENGAL KEMPOHALLI,15 KM,13.207955,77.261688
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Not Applicable,Not Applicable,City/Town,Open area,Human Error,No,Not Applicable,Not Applicable,Police / Manual,Curve,Others,Bitumen(Tar),Dry,No influence on accident,Fine,NELAMANGALA - BANGALORE BH ROAD,NELAMAGALA TOWN,5 KM,13.088987,77.410615
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Near School or College,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,KUNIGAL NELAMANGALA NH 75 ROAD,KEMPALINGANAHALLI CROSS,5 KM,13.086879,77.375152
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,TUMKURU  BANGALORE NH 48 ROAD,NADGEER COLLEGE,16 KM,13.057414,77.470664
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Offset,Rural Areas,Open area,Human Error,No,Simple Injury,Not Applicable,Police / Manual,Others,Others,Bitumen(Tar),Dry,No influence on accident,Clear,BGS ROAD ARISHINKUNTE,ARISHINAKUNTE,7 KM,13.081608,77.422836
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKURU NH 48 ROAD,KUNIGAL CIRCLE,3 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Damage Only,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,TUMKURU BANGALORE NH 48 ROAD,HALENIJAGAL,20 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,KUNIGAL NELAMANGAL NH 75 ROAD,LANCO TOLL,9 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Clear,TUMKURU BANGALORE NH 48 ROAD,CHIKKABIDARA KALLU,16 KM,13.051436,77.490021
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,BANGALORE TUMKURU NH 48 ROAD,ARISHINAKUNTE,5 KM,13.080644,77.4220109
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Clear,TUMKURU BANGALORE NH 48 SERVICE ROAD,TCI UNDER PASS,13 KM,13.058699,77.467255
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Near or inside a village,Not Applicable,No,Simple Injury,Hit pedestrian,Uncontrolled,Straight and flat,Service Road,Bitumen(Tar),Dry,Not Applicable,Fine,MALLARABANAVADI NH 75 SERVICE ROAD,NEAR VILLAGE,6 KM,13.08243,77.371422
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,NH,Bitumen(Tar),Dry,No influence on accident,Fine,TUMKURU BANGALORE NH 48 SERVICE ROAD,ALUR CROSS,10 KM,13.066883,77.451732
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,1,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,No,Fatal,Not Applicable,Not at  Junction,Straight and flat,Others,Bitumen(Tar),Dry,No influence on accident,Others,jakkasandra,habitat greens layout,6,13.086626,77.391909
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Near Bus stop,Not Applicable,No,Grievous Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,NH,Bitumen(Tar),Dry,Not Applicable,Fine,NH 75,NEAR BUS STAND,8 KM,0.0,0.0
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Uncontrolled,Not Applicable,NH,Bitumen(Tar),Dry,Not Applicable,Fine,TUMKUR BENGALORE NH48 KUNIGAL BRIDJ,NEAR KUNIGAL BYPASS,5 KM,13.095989,77.387639
Bengaluru Dist,Nelamangala Traffic PS,1.04422e+16,2023,1,2,Road Accidents,Not Applicable,Rural Areas,Open area,Human Error,Yes,Not Applicable,Vehicle to Vehicle,Uncontrolled,Not Applicable,NH,Bitumen(Tar),Dry,Not Applicable,Fine,TUMKUR BENGALORE  NH48 EXPRESS HIGHWAY,NEAR MAKALI,10,13.664824,77.455007
